date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:30:29	131614/131614	---MCZ	200	added ('OK')	image/jpeg	etag:%222021e-5b1b1a854a2c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/thumbs/3d-rendering-luxury-modern-bedroom-suite-in-hotel-2-e1595822635358-owxzqte7bsziy7xz8c39fl3dcp0gozkaz5mubfqfcw.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/thumbs/3d-rendering-luxury-modern-bedroom-suite-in-hotel-2-e1595822635358-owxzqte7bsziy7xz8c39fl3dcp0gozkaz5mubfqfcw.2f.dela	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:29	98136/98136	---MCZ	200	added ('OK')	image/jpeg	etag:%2217f58-5b1b1a854a2c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/thumbs/3d-rendering-beautiful-luxury-bedroom-suite-in-hotel-with-tv-1-e1595822674235-owxzqv9vph23lfv8xcwikkmajgr74drrnext9znn0g.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/thumbs/3d-rendering-beautiful-luxury-bedroom-suite-in-hotel-with-tv-1-e1595822674235-owxzqv9vph23lfv8xcwikkmajgr74drrnext9zn	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:29	3303/3303	---M-Z	200	added ('OK')	text/css	etag:%22ce7-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min.css?ver=1.2.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/e-gallery/css/e-gallery.min7359.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:30	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/animations/animations.minafc7.css	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:31	125940/125940	---MCZ	200	added ('OK')	image/jpeg	etag:%221ebf4-5b1b1a854a2c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/thumbs/3d-rendering-luxury-modern-bedroom-suite-in-hotel-e1595822766166-owxzqv9vph23lfv8xcwikkmajgr74drrnext9znn0g.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/thumbs/3d-rendering-luxury-modern-bedroom-suite-in-hotel-e1595822766166-owxzqv9vph23lfv8xcwikkmajgr74drrnext9znn0g.31.delaye	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:31	40/40	---M--	200	added ('OK')	text/javascript	etag:%2228-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script.js?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/libs/framework/assets/js/frontend-script42e1.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:32	137535/137535	---M-Z	200	added ('OK')	text/javascript	etag:%222193f-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts.js?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/js/widget-scripts42e1.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:33	4997/4997	---M-Z	200	added ('OK')	text/javascript	etag:%221385-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/js/webpack.runtime.minafc7.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:35	58860/58860	---M-Z	200	added ('OK')	text/javascript	etag:%22e5ec-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/js/frontend-modules.minafc7.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:35	12198/12198	---M-Z	200	added ('OK')	text/javascript	etag:%222fa6-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:36	21440/21440	---M-Z	200	added ('OK')	text/javascript	etag:%2253c0-5ef5fe74bf640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/jquery/ui/core.min3f14.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:37	40436/40436	---M-Z	200	added ('OK')	text/javascript	etag:%229df4-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.16.4	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/js/frontend.minafc7.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:38	4565/4565	---M-Z	200	added ('OK')	text/javascript	etag:%2211d5-6063a0fc3a236;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element.js?ver=2.6.2	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/assets/js/elements/sticky-element61da.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:39	25202/25202	---M-Z	200	added ('OK')	text/javascript	etag:%226272-5f8657df2c200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.min.js?ver=1.0.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/lib/smartmenus/jquery.smartmenus.minf269.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:40	0/0	---MCZ	200	added ('OK')	text/html	date:Wed,%2027%20Sep%202023%2005:30:39%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/?jkit-ajax-request=jkit_elements	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/indexe2f2.html	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:40	15347/15347	---M-Z	200	added ('OK')	text/javascript	etag:%223bf3-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min.js?ver=1.2.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/e-gallery/js/e-gallery.min7359.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:41	140168/140168	---M-Z	200	added ('OK')	text/javascript	etag:%2222388-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/js/bdt-uikit.min.js?ver=3.13.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/js/bdt-uikit.min2916.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:42	668/668	---M-Z	200	added ('OK')	text/javascript	etag:%2229c-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/js/common/helper.min.js?ver=4.9.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/js/common/helper.mind227.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:43	5485/5485	---M-Z	200	added ('OK')	text/javascript	etag:%22156d-5f8657df2c200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.12.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.minfb6f.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:44	6475/6475	---M-Z	200	added ('OK')	text/javascript	etag:%22194b-5ef5fe74bf640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:45	17823/17823	---M-Z	200	added ('OK')	text/javascript	etag:%22459f-5ef5fe74bf640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:46	4910/4910	---M-Z	200	added ('OK')	text/javascript	etag:%22132e-5ef5fe74bf640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/hooks.min.js?ver=4169d3cf8e8d95a3d6d5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/hooks.min6c65.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:47	10230/10230	---M-Z	200	added ('OK')	text/javascript	etag:%2227f6-5ef5fe75b3880;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/i18n.min.js?ver=9e794f35a71bb98672ae	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-includes/js/dist/i18n.mine57b.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:48	24380/24380	---M-Z	200	added ('OK')	text/javascript	etag:%225f3c-5f8657df2c200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.12.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/js/frontend.minfb6f.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:49	29635/29635	---M-Z	200	added ('OK')	text/javascript	etag:%2273c3-5f8657df2c200;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.12.1	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor-pro/assets/js/elements-handlers.minfb6f.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:50	810/810	---M-Z	200	added ('OK')	text/javascript	etag:%2232a-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle.js?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/js/animate-circle42e1.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:51	18473/18473	---M-Z	200	added ('OK')	text/javascript	etag:%224829-5f6bf989a78c0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor.js?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementskit-lite/widgets/init/assets/js/elementor42e1.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:52	139153/139153	---M-Z	200	added ('OK')	text/javascript	etag:%2221f91-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/swiper/swiper.min.js?ver=2.8.5	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/swiper/swiper.min42e1.js	(from https://templatekit.jegtheme.com/robbie-and-magie/)
12:30:53	624/624	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2027%20Sep%202023%2005:30:53%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/images/backgrounds/divider-icon.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/images/backgrounds/divider-icon.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=3.13.1)
12:30:54	624/624	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2027%20Sep%202023%2005:30:54%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/images/backgrounds/list-bullet.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/images/backgrounds/list-bullet.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=3.13.1)
12:30:55	624/624	---MC-	500	error ('Internal%20Server%20Error')	text/html	date:Wed,%2027%20Sep%202023%2005:30:55%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/images/backgrounds/form-datalist.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/images/backgrounds/form-datalist.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/css/bdt-uikit.css?ver=3.13.1)
12:30:56	773/773	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Sep%202023%2005:30:56%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/images/loading.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/images/loading.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/bdthemes-element-pack-lite/assets/css/ep-helper.css?ver=4.9.0)
12:30:57	431/431	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Sep%202023%2005:30:57%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/assets/img/letter-x.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/assets/img/letter-x.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/jeg-elementor-kit/assets/css/elements/main.css?ver=2.6.2)
12:30:59	214608/214608	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Sep%202023%2005:30:58%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.23.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.eot	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
12:31:00	94720/94720	---M--	200	added ('OK')	font/woff2	etag:%2217200-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.23.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff2	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
12:31:01	116044/116044	---MCZ	200	added ('OK')	application/x-font-woff	date:Wed,%2027%20Sep%202023%2005:31:01%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.23.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.woff	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
12:31:02	214448/214448	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2027%20Sep%202023%2005:31:02%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.23.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.ttf	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
12:31:04	47691/47691	---M-Z	200	added ('OK')	image/png	etag:%22ba4b-5b1b10d1ebfc0;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/leaf-ornament.png	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/leaf-ornament.png	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-4.css?ver=1681180160)
12:31:04	322806/322806	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Sep%202023%2005:31:03%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.23.0	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons9506.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0)
12:31:06	247042/247042	---MCZ	200	added ('OK')	image/jpeg	etag:%223c502-5b1b10d0f7d80;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/06/wedding-rings-e1595822595697.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/06/wedding-rings-e1595822595697.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-4.css?ver=1681180160)
12:31:06	282549/282549	---MCZ	200	added ('OK')	image/jpeg	etag:%2244fb5-5b1b10d3d4440;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/bg-brush-scaled.jpg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/2020/07/bg-brush-scaled.jpg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/uploads/sites/5/elementor/css/post-4.css?ver=1681180160)
12:31:07	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Sep%202023%2005:31:07%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:08	76764/76764	---M--	200	added ('OK')	font/woff2	etag:%2212bdc-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff2	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:08	134346/134346	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Sep%202023%2005:31:08%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.eot?	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400d41d.eot	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:10	90060/90060	---MCZ	200	added ('OK')	application/x-font-woff	date:Wed,%2027%20Sep%202023%2005:31:09%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.woff	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:11	134040/134040	---MCZ	200	added ('OK')	font/ttf	date:Wed,%2027%20Sep%202023%2005:31:10%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.ttf	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:12	747545/747545	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Sep%202023%2005:31:11%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-brands-400.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:12	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Sep%202023%2005:31:12%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:13	34034/34034	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Sep%202023%2005:31:13%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot?	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400d41d.eot	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:14	13276/13276	---M--	200	added ('OK')	font/woff2	etag:%2233dc-605e901dc5640;6063a0fc54817	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff2	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:15	16276/16276	---M-Z	200	added ('OK')	application/x-font-woff	date:Wed,%2027%20Sep%202023%2005:31:15%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.woff	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:17	33736/33736	---M-Z	200	added ('OK')	font/ttf	date:Wed,%2027%20Sep%202023%2005:31:17%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.ttf	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:18	144714/144714	---M-Z	200	added ('OK')	image/svg+xml	date:Wed,%2027%20Sep%202023%2005:31:18%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.svg	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
12:31:19	203030/203030	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Wed,%2027%20Sep%202023%2005:31:19%20GMT	https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	/Users/duchoang/websites/Wedding/templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from https://templatekit.jegtheme.com/robbie-and-magie/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.16.4)
